date,North,Yorkshire_and_the_Humber,North_West,East_Midlands,West_Midlands,East_Anglia,Outer_South_East,Outer_Metropolitan,London,South_West,Wales,Scotland,Northern_Ireland,UK_Total
1996-07-01,95.95449393125885,100.9203769923584,99.416872870574,107.58133849434104,107.6164362139392,109.70592086612854,115.24659397398726,108.02820452084757,116.12462443085502,110.31114522121028,101.29026015258312,100.947393244284,133.6892236168348,107.7383880709634
1996-10-01,99.70634583480836,103.48060088662336,101.05396687269146,112.36204930853124,109.4330720174387,112.24564792387184,117.83924759460476,111.5718820936856,120.14379524988952,110.5951398280966,99.35682195866433,100.9519758399276,136.87029619285408,110.05623228842911
1997-01-01,98.39404646022876,101.02421102361612,102.98416990794787,111.69675174947272,110.0524478419436,118.17062795262932,119.43545428954194,114.72675211229226,127.5300566335205,112.2046733536956,101.12948598345136,100.87265976908948,138.98244521037702,111.3348284626382
1997-04-01,99.88504116434035,106.02914510856957,104.45259312418396,111.80528540739996,114.87137332840898,117.58952359543116,126.30625418886588,121.63618674435486,133.49028725345232,115.83530001112636,104.25307956664945,104.05703921964064,146.73324224101444,116.50619181026558
1997-07-01,102.97941896432918,108.73141046315172,106.54091373353003,120.85244681587442,116.25645873997011,123.85849774247922,129.52133577096637,128.6518673133992,142.62107441945312,119.11983594355432,106.40613963833904,108.82857483709608,150.2915462151937,121.19611765602792
1997-10-01,104.01071992567604,108.03502038377724,107.9272411110458,119.7707623859783,116.80138943506056,124.5069802678583,130.62752255736402,133.74562345796107,140.49016503108044,120.09645337067352,105.63806577258686,109.20093754792516,151.6945216510692,123.34251932156188
1998-01-01,103.47371698964658,109.9347754999566,109.12107396509776,120.65284672088272,118.68776018182687,123.74458025639336,134.53559092021234,138.7792400040883,146.9612407018952,123.00799518662582,105.68343414556652,109.9578377665132,154.61232217101497,125.48476605302656
1998-04-01,107.98885631130668,110.53153917866736,111.09117871018984,123.87773162612538,120.18993919253307,130.31005026908383,139.70233330442164,143.5967290433276,154.12240592378637,126.93707534622652,106.800637344475,112.0025084084735,164.87784321648178,130.10837431615397
1998-07-01,107.7141125020693,110.17495714742978,111.7381429765427,125.31555775057336,122.11398168803316,134.42084149003318,139.6929274663596,147.24301398922324,158.76519463352875,131.40769491877583,112.10858192331854,117.5513037655118,158.7002651528625,132.39300697882538
1998-10-01,106.22749087592808,107.22268978739986,110.83309461138528,124.57686976016883,123.00305957209017,131.17772320421855,141.9845009248004,149.09934722736824,160.5199376976839,130.0721435714645,109.90527311797796,112.6664048134483,167.70910448394417,132.28604453750202
